Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDL51,OUT017,3815.1644345898653
NCY42,OUT027,3362.4005299667715
FDR07,OUT017,1792.1361028186245
FDN40,OUT045,2719.857339032102
FDB35,OUT027,2554.8669846920993
FDA22,OUT017,2855.3718245521072
NCL06,OUT046,3908.847318309793
FDI35,OUT013,2869.0757257892374
NCW42,OUT045,3894.3455811352032
NCX06,OUT049,2868.097361372132
FDC37,OUT027,2633.9789589372817
FDZ14,OUT018,889.1200323882651
DRG49,OUT049,3908.847318309793
NCG06,OUT045,3908.847318309793
DRC36,OUT045,2862.0806663975586
FDV21,OUT019,858.4326172637342
FDB53,OUT046,2700.801626840394
DRP47,OUT019,481.2336764109058
FDA14,OUT013,2695.412221643956
DRC24,OUT035,2719.857339032102
FDW21,OUT018,889.1200323882651
NCH29,OUT046,1792.1361028186245
FDU58,OUT013,2877.097405912663
FDY27,OUT017,2862.0806663975586
FDV56,OUT035,1796.7225643296883
FDT59,OUT046,3908.847318309793
FDB23,OUT046,3902.9866353280845
FDR49,OUT045,803.4803817414812
FDB03,OUT010,617.7255327913654
FDN39,OUT045,2855.3718245521072
FDX02,OUT027,5877.217116386451
FDQ16,OUT027,2633.9789589372817
FDU35,OUT018,889.3419178306677
NCT29,OUT013,1796.7225643296883
FDZ27,OUT046,803.4803817414812
FDN57,OUT017,1807.3594474135832
FDA03,OUT018,2484.613551087872
FDZ36,OUT045,2877.097405912663
NCU05,OUT013,1423.3558191549223
FDT39,OUT018,2500.952637550999
FDK60,OUT017,1792.1361028186245
FDZ25,OUT017,2860.301746815413
FDG12,OUT046,1796.7225643296883
DRB01,OUT019,479.66849990753775
NCC43,OUT027,6197.082747163912
FDX13,OUT019,484.5917488396195
FDM22,OUT049,807.3644207817364
FDJ03,OUT027,1320.1660499526106
FDU14,OUT018,2815.3502469986693
FDB33,OUT010,610.2060733903699
FDP27,OUT046,2877.097405912663
FDO38,OUT010,719.6871779469915
FDE28,OUT027,6166.691405235971
FDO27,OUT035,1792.1361028186245
DRL23,OUT027,2633.3686796180946
FDS28,OUT046,810.1225183068332
FDX24,OUT013,1774.0483214543592
FDZ02,OUT035,1792.1361028186245
FDL46,OUT045,1796.7225643296883
FDS60,OUT027,4951.29242058856
NCO06,OUT017,803.4803817414812
FDO16,OUT035,1628.7347782545614
FDC60,OUT049,1660.9294150270794
FDA48,OUT018,2815.3502469986693
FDZ36,OUT027,5200.804627630194
FDK27,OUT045,1796.7225643296883
FDW23,OUT018,396.4276065588624
FDM14,OUT018,889.1200323882651
FDM14,OUT013,1796.7225643296883
FDW60,OUT018,2792.705463791994
FDE21,OUT013,1796.7225643296883
NCM42,OUT035,1796.7225643296883
FDY59,OUT010,890.1503505150321
DRI49,OUT049,1427.0494746233958
FDT28,OUT019,526.5937528609281
FDQ22,OUT018,396.4276065588624
FDR60,OUT049,1358.3583942958496
FDC50,OUT019,858.9132563505591
FDV24,OUT013,2706.02876472072
DRF48,OUT010,595.0807495846886
FDQ47,OUT046,803.4803817414812
DRN36,OUT049,1792.1361028186245
NCY06,OUT035,1798.8024403469367
FDE52,OUT035,1729.4046299528295
NCB54,OUT045,1798.8024403469367
NCF31,OUT035,2717.4525485715753
FDJ08,OUT027,5166.333416437196
NCC07,OUT017,1796.7225643296883
NCD19,OUT027,1712.9951729628456
FDL46,OUT049,1796.7225643296883
FDM20,OUT045,3908.847318309793
NCI06,OUT010,595.0807495846886
DRM11,OUT035,3908.847318309793
NCH07,OUT018,2729.0541062105694
FDS23,OUT013,1802.1055436669621
FDO49,OUT018,396.4276065588624
FDS35,OUT049,840.6047686378718
DRK39,OUT045,1503.828865392265
DRI39,OUT049,811.2999494525291
FDV04,OUT017,2826.2862056744893
NCN14,OUT035,2877.097405912663
FDH08,OUT013,3908.847318309793
FDS20,OUT046,2877.097405912663
FDV40,OUT049,922.2948355987387
FDZ48,OUT010,889.1200323882651
FDS24,OUT027,2489.05304236558
FDK44,OUT049,2862.0806663975586
FDS48,OUT045,2700.801626840394
FDK26,OUT010,595.0807495846886
FDD23,OUT045,2877.097405912663
NCH54,OUT017,2850.3350139553363
NCP14,OUT010,889.1200323882651
FDM60,OUT010,396.4276065588624
FDV24,OUT017,2706.02876472072
FDH08,OUT018,2815.3502469986693
FDS12,OUT027,3326.034513665003
FDR39,OUT027,4979.37629848734
FDP12,OUT027,1027.0535387618434
DRF60,OUT027,6189.30453510736
FDC09,OUT035,1796.7225643296883
FDF50,OUT018,2792.705463791994
FDG28,OUT035,3908.847318309793
NCE19,OUT017,809.3505965014645
NCM53,OUT010,889.1200323882651
NCN18,OUT049,1796.7225643296883
FDF32,OUT035,2924.8704471884785
FDF11,OUT013,3908.847318309793
DRI59,OUT049,3902.9866353280845
NCG54,OUT035,2860.301746815413
FDM44,OUT046,1796.7225643296883
FDT57,OUT018,2815.3502469986693
FDV24,OUT046,2706.02876472072
FDI50,OUT019,484.81554163665095
FDS09,OUT035,803.4803817414812
NCC31,OUT027,4246.767890303343
FDQ07,OUT019,479.7646186904928
FDC22,OUT017,2877.097405912663
FDZ56,OUT046,2860.301746815413
FDZ40,OUT019,399.25372988666965
FDS46,OUT027,3062.3793466398124
DRD24,OUT045,1814.2052594041822
FDV45,OUT017,2877.097405912663
FDL26,OUT045,2739.279609571499
FDA56,OUT018,889.1200323882651
FDN27,OUT046,1796.7225643296883
FDM20,OUT049,3908.847318309793
FDO16,OUT017,1504.7652132293226
FDL03,OUT035,2877.097405912663
FDE58,OUT046,1796.7225643296883
FDI02,OUT027,3048.253449530836
NCC55,OUT019,390.49011634059354
FDR03,OUT018,2802.217637824159
FDB14,OUT017,1775.840296221416
FDR45,OUT013,3908.847318309793
NCN07,OUT017,1803.1696860063396
FDM51,OUT019,857.6391693977511
FDT52,OUT027,6187.839070797523
FDL26,OUT046,2729.817956923969
NCZ42,OUT046,3908.847318309793
DRI47,OUT019,529.5970575216897
FDW40,OUT013,1818.4375407562798
FDN34,OUT046,2860.301746815413
FDS01,OUT035,2864.1726929710603
NCG55,OUT045,1796.7225643296883
FDC11,OUT035,1660.9294150270794
FDX35,OUT018,2815.3502469986693
NCB06,OUT046,2837.855705421211
FDR09,OUT019,481.04594193234584
FDC53,OUT017,1792.1361028186245
FDY45,OUT013,3908.847318309793
FDA22,OUT010,595.8730357229168
FDE02,OUT035,1792.1361028186245
FDW21,OUT045,1796.7225643296883
FDV34,OUT046,869.9589532835136
FDS59,OUT049,1796.7225643296883
NCW17,OUT017,1798.8024403469367
NCK54,OUT046,1796.7225643296883
FDG17,OUT019,481.2336764109058
FDG35,OUT017,2862.0806663975586
FDD08,OUT010,396.4276065588624
NCO07,OUT017,3810.6911347014448
FDJ10,OUT010,880.2798928168098
FDW36,OUT017,1796.7225643296883
FDW21,OUT010,889.1200323882651
FDY19,OUT017,1796.7225643296883
DRE03,OUT013,803.4803817414812
NCC55,OUT049,803.4803817414812
FDH52,OUT010,430.2119078696358
FDO09,OUT017,3908.847318309793
FDU43,OUT045,3908.847318309793
FDX09,OUT010,595.0807495846886
FDH40,OUT019,782.1090799562545
FDW58,OUT017,1796.7225643296883
FDC47,OUT017,3908.847318309793
NCR41,OUT035,1791.2085819433864
DRG49,OUT035,3908.847318309793
FDC52,OUT027,4183.752015846058
FDY13,OUT046,884.9917320256352
FDY35,OUT013,803.4803817414812
FDI35,OUT017,2876.039142130171
NCU18,OUT049,1818.4375407562798
FDY33,OUT018,2733.24999678153
FDC15,OUT027,4228.459151816717
FDU01,OUT049,2877.097405912663
NCU42,OUT046,2860.301746815413
NCV29,OUT018,2792.705463791994
NCY30,OUT017,2877.097405912663
FDQ46,OUT049,1796.7225643296883
FDG58,OUT027,4174.046268577493
FDK33,OUT017,3811.7935385878595
NCD07,OUT045,1796.7225643296883
NCX29,OUT027,4072.133365839508
NCT42,OUT013,2700.801626840394
DRN59,OUT035,803.4803817414812
FDI44,OUT035,1373.4352921948052
FDA45,OUT049,2862.0806663975586
FDP31,OUT045,842.2206703890523
FDY01,OUT046,1796.7225643296883
FDT09,OUT018,900.35766053164
DRH03,OUT027,2592.7509499229777
FDA36,OUT018,2792.705463791994
NCF31,OUT017,2725.7316672148354
FDG14,OUT049,2706.02876472072
FDG28,OUT027,6187.839070797523
FDU14,OUT049,3908.847318309793
FDY47,OUT019,855.8906421092599
FDI56,OUT049,1736.6332760199775
DRD01,OUT013,810.5477003106193
FDM22,OUT046,809.3505965014645
FDH33,OUT013,803.4803817414812
DRZ24,OUT013,1796.7225643296883
NCQ38,OUT046,1796.7225643296883
FDO16,OUT027,2369.474115830952
FDU07,OUT027,4100.671799363168
NCB07,OUT013,2877.097405912663
FDU48,OUT045,1803.1696860063396
NCM43,OUT045,2854.3865240781856
FDR31,OUT010,673.258415797386
DRK49,OUT018,396.4276065588624
NCI30,OUT010,617.7255327913654
DRD60,OUT017,2869.0757257892374
NCG19,OUT046,3908.847318309793
FDH12,OUT035,1796.7225643296883
FDM32,OUT035,1766.235614459199
FDM27,OUT035,2741.2055540625065
NCU53,OUT027,4432.89192974431
NCQ18,OUT046,1795.7850692390182
FDS10,OUT013,2866.1244045367084
FDB33,OUT027,4322.87194474098
FDI12,OUT013,1633.2471869728552
NCW42,OUT013,3894.3455811352032
NCC06,OUT018,892.8789478177329
FDW02,OUT017,1796.7225643296883
NCD43,OUT017,1796.7225643296883
FDM57,OUT018,794.0904860953674
FDA58,OUT017,3908.847318309793
FDK56,OUT046,2877.097405912663
FDP52,OUT045,3908.847318309793
FDW20,OUT018,889.1200323882651
FDS52,OUT049,1796.7225643296883
NCT29,OUT018,889.1200323882651
NCL54,OUT013,2862.0806663975586
FDC05,OUT045,2885.9636318960643
FDF34,OUT035,2878.1444290759514
FDP03,OUT027,3273.4224569456355
FDD32,OUT010,798.2590243397461
FDZ10,OUT045,1798.8024403469367
FDZ40,OUT035,808.9732668609694
FDD51,OUT018,396.4276065588624
NCY30,OUT019,475.9149286424586
FDP58,OUT017,3839.0127059654274
FDV49,OUT017,3908.847318309793
FDY24,OUT019,395.03044551665977
NCO55,OUT017,1796.7225643296883
FDR13,OUT017,1796.7225643296883
FDS51,OUT017,828.390654794649
FDP26,OUT045,1796.7225643296883
NCB54,OUT027,3330.7084325983906
FDF32,OUT017,2878.1444290759514
FDN31,OUT018,2792.705463791994
DRM48,OUT017,803.4803817414812
FDN20,OUT049,2860.301746815413
DRL01,OUT046,3908.847318309793
FDV56,OUT049,1796.7225643296883
DRH13,OUT027,2633.9789589372817
FDA03,OUT017,2697.5284063405834
FDF47,OUT027,5832.259869902798
FDX32,OUT046,2697.5284063405834
FDX57,OUT049,1792.1361028186245
NCA30,OUT045,2877.097405912663
FDO49,OUT013,803.4803817414812
FDL04,OUT019,857.7329758620368
DRM48,OUT035,803.4803817414812
FDR16,OUT013,3811.7935385878595
NCC19,OUT018,2792.705463791994
NCE42,OUT045,3908.847318309793
FDY24,OUT017,809.3505965014645
FDH19,OUT049,2862.0806663975586
FDJ46,OUT013,2862.0806663975586
FDN45,OUT010,617.7255327913654
FDY08,OUT035,1807.3594474135832
FDZ37,OUT035,1656.4325835718823
NCT30,OUT045,803.4803817414812
DRY23,OUT018,396.4276065588624
NCZ30,OUT018,889.1200323882651
FDC44,OUT018,889.1200323882651
FDB45,OUT035,1796.7225643296883
FDY04,OUT013,2851.225939698824
FDM27,OUT046,2830.4779224548965
FDZ43,OUT017,3908.847318309793
FDT39,OUT019,527.3117187120143
NCC06,OUT019,857.5184274618516
FDL15,OUT027,4186.465111018834
FDL57,OUT017,3908.847318309793
FDU08,OUT046,1794.9122890284725
FDK40,OUT017,3908.847318309793
FDQ12,OUT010,617.7255327913654
FDS48,OUT017,2706.02876472072
FDP09,OUT045,3811.7935385878595
FDW21,OUT049,1795.7850692390182
FDY25,OUT035,2869.0757257892374
DRE13,OUT017,1631.509207896313
FDV43,OUT019,390.49011634059354
FDD22,OUT045,1796.7225643296883
FDM46,OUT019,859.9131000452026
NCO30,OUT010,595.0807495846886
FDM25,OUT046,2862.0806663975586
NCN41,OUT049,1796.7225643296883
FDU24,OUT045,1777.6480741184416
FDZ50,OUT046,2877.097405912663
FDP45,OUT013,3908.847318309793
NCM54,OUT045,1798.8024403469367
FDW10,OUT019,475.54655483139913
FDP20,OUT017,1798.8024403469367
FDK32,OUT046,2706.02876472072
FDN52,OUT049,1674.3849719915622
FDM58,OUT045,1796.7225643296883
FDZ46,OUT027,3002.703051709738
NCA18,OUT018,889.1200323882651
FDD35,OUT046,1796.7225643296883
NCK31,OUT035,803.4803817414812
FDI40,OUT027,2621.402541437809
FDT50,OUT019,858.8194498862733
NCT06,OUT046,2854.3865240781856
FDT31,OUT035,2877.097405912663
FDT45,OUT049,807.3644207817364
FDT13,OUT045,2877.097405912663
FDO50,OUT045,1739.8283915895922
NCU18,OUT010,882.0298633632881
NCR54,OUT049,2877.097405912663
NCO18,OUT018,2792.705463791994
FDU09,OUT045,810.5477003106193
FDT13,OUT018,2792.705463791994
FDE09,OUT046,1796.7225643296883
NCK53,OUT019,857.7329758620368
FDG45,OUT049,3811.7935385878595
DRH15,OUT035,803.4803817414812
FDO21,OUT019,481.16046158476195
FDD14,OUT027,5181.446200997914
FDC09,OUT046,1796.7225643296883
FDH45,OUT027,1027.0535387618434
FDV32,OUT046,840.6047686378718
FDG12,OUT035,1796.7225643296883
FDS32,OUT013,1807.3594474135832
NCL55,OUT018,2815.3502469986693
DRE01,OUT035,3908.847318309793
DRE15,OUT049,1368.7141788145007
NCL42,OUT045,3908.847318309793
FDP31,OUT013,837.2646830522547
FDN33,OUT018,890.9626812196218
FDZ59,OUT046,2854.3865240781856
FDE45,OUT010,595.0807495846886
FDJ07,OUT013,1796.7225643296883
FDQ45,OUT018,2792.705463791994
FDM33,OUT027,5634.02663903112
FDO15,OUT010,542.28180565729
FDM46,OUT013,1768.82967685364
FDR03,OUT045,3444.7846727312253
FDY49,OUT018,2786.2413045764742
FDQ60,OUT045,1796.7225643296883
FDW10,OUT049,2862.0806663975586
FDO51,OUT049,803.4803817414812
FDJ40,OUT018,889.1200323882651
FDS20,OUT018,2792.705463791994
FDU45,OUT013,1796.7225643296883
FDV02,OUT035,2860.301746815413
FDN09,OUT046,3908.847318309793
NCM55,OUT027,5177.3364735612195
FDN23,OUT018,2460.5275296623076
FDY31,OUT010,666.0386617075484
FDW03,OUT010,889.1200323882651
FDD14,OUT046,2877.097405912663
FDV23,OUT017,1796.7225643296883
DRI03,OUT045,2862.0806663975586
FDN13,OUT035,1795.7850692390182
FDF45,OUT027,1774.0864571399782
FDU46,OUT035,1662.7498763684996
FDB57,OUT049,3896.520894103718
FDV12,OUT049,1796.7225643296883
FDQ58,OUT013,2706.02876472072
NCA18,OUT017,1796.7225643296883
FDH52,OUT049,827.9271661474966
FDM24,OUT018,2490.75026951821
NCP43,OUT027,4983.178062433562
NCO18,OUT019,475.8588793997129
FDM32,OUT017,1747.3848790912698
NCL07,OUT017,803.4803817414812
FDK03,OUT013,3908.847318309793
FDP59,OUT017,1796.7225643296883
FDQ24,OUT049,3908.847318309793
FDQ16,OUT018,889.1200323882651
FDU44,OUT013,2837.855705421211
FDH28,OUT010,396.4276065588624
FDV28,OUT019,390.49011634059354
FDM22,OUT045,808.5363621430084
FDR56,OUT046,2877.097405912663
FDV39,OUT049,2878.1444290759514
FDU37,OUT019,718.7680698075211
FDQ11,OUT010,617.7255327913654
FDX02,OUT045,3896.520894103718
NCS42,OUT018,891.3425821004871
FDY57,OUT027,2592.909240950931
FDB21,OUT049,3908.847318309793
FDE28,OUT017,3908.847318309793
FDQ55,OUT017,1796.7225643296883
FDA48,OUT049,3896.520894103718
FDZ19,OUT045,2862.0806663975586
NCC43,OUT045,3908.847318309793
NCV18,OUT046,1498.2744526012523
NCA42,OUT018,2733.24999678153
FDY45,OUT046,3908.847318309793
NCC30,OUT045,2866.1244045367084
FDM57,OUT013,1631.509207896313
FDL09,OUT010,596.278227533759
FDB09,OUT027,3276.7136121857975
FDT44,OUT035,1796.7225643296883
NCT06,OUT027,4327.203169409588
FDX26,OUT049,2877.097405912663
FDK32,OUT013,2725.7316672148354
DRA12,OUT046,1844.9440240016067
FDO46,OUT010,595.0807495846886
FDE52,OUT013,1656.4325835718823
NCH42,OUT045,3908.847318309793
FDV08,OUT035,803.4803817414812
FDB47,OUT018,2814.1949691636814
FDC28,OUT010,889.1200323882651
FDD22,OUT046,1796.7225643296883
FDS07,OUT027,3052.318290389736
DRI13,OUT045,3836.74857907511
FDG32,OUT018,2815.3502469986693
FDU14,OUT017,3908.847318309793
FDD28,OUT019,403.47607203971376
NCP41,OUT017,1796.7225643296883
FDS08,OUT049,2862.0806663975586
FDX47,OUT045,2800.905926788091
FDC53,OUT019,857.7329758620368
FDQ19,OUT035,3908.847318309793
FDL14,OUT045,2730.90215033103
FDM33,OUT019,481.4029078990477
FDA51,OUT045,1796.7225643296883
FDZ27,OUT018,396.4276065588624
FDT04,OUT046,803.4803817414812
DRC13,OUT049,1796.7225643296883
FDR16,OUT027,5628.578689441146
FDQ03,OUT027,6161.7038306386985
FDE38,OUT035,2860.301746815413
DRH23,OUT027,1748.061315823891
FDT11,OUT019,479.6590425400088
FDD09,OUT035,2868.097361372132
FDR40,OUT045,1501.8890582920826
FDX07,OUT017,2877.097405912663
FDR07,OUT035,1792.1361028186245
FDA51,OUT017,1796.7225643296883
FDT59,OUT019,480.9891916245421
FDF20,OUT017,2877.097405912663
FDR13,OUT045,1796.7225643296883
FDY26,OUT049,3792.1090405122645
FDW04,OUT017,1802.1055436669621
FDK52,OUT017,3908.847318309793
FDN60,OUT049,2797.535448501706
FDM09,OUT019,475.54655483139913
FDP46,OUT049,1675.404243705154
FDB50,OUT019,710.7781006510812
NCQ29,OUT049,3908.847318309793
FDP16,OUT027,6184.73779330133
FDX33,OUT018,2758.9328250921303
FDP07,OUT010,595.0807495846886
FDN22,OUT046,3908.847318309793
FDF39,OUT049,3908.847318309793
FDS21,OUT017,827.9271661474966
NCM42,OUT013,1796.7225643296883
FDK50,OUT019,481.01002996853936
DRF13,OUT027,4113.586197071729
FDH35,OUT018,2770.5167155169534
FDP60,OUT018,889.1200323882651
DRJ49,OUT027,3334.6407878473606
NCT42,OUT019,528.6354642111532
FDE38,OUT049,2860.301746815413
FDI04,OUT049,2890.237937553152
NCH54,OUT045,2811.114545420267
FDT56,OUT049,815.8675373831366
DRD15,OUT018,2815.3502469986693
FDV58,OUT013,2877.097405912663
FDP21,OUT049,2877.097405912663
FDH05,OUT013,3908.847318309793
FDR10,OUT027,4362.909815426181
NCP06,OUT045,2700.801626840394
FDF33,OUT049,1796.7225643296883
DRK37,OUT013,2877.097405912663
DRH49,OUT045,1522.210556537877
FDT58,OUT013,2860.301746815413
FDD41,OUT018,889.1200323882651
FDP40,OUT018,889.1200323882651
FDM51,OUT027,2621.402541437809
FDO45,OUT010,852.7124365574219
FDW33,OUT010,889.1200323882651
FDY24,OUT045,808.9732668609694
FDB10,OUT010,617.7255327913654
FDM40,OUT035,1818.4375407562798
NCI06,OUT017,2869.0757257892374
FDW12,OUT019,647.1588527894281
FDX48,OUT027,4193.3154377892015
NCW05,OUT027,2633.3686796180946
FDX27,OUT017,1792.1361028186245
DRM37,OUT045,2885.9636318960643
FDA38,OUT045,3908.847318309793
FDR36,OUT046,803.4803817414812
FDZ45,OUT046,2912.897630929322
FDG05,OUT017,2828.4572882114203
FDK28,OUT013,3908.847318309793
FDV47,OUT045,1633.2471869728552
FDN21,OUT045,2837.855705421211
FDP20,OUT027,3327.466045157717
FDI35,OUT045,2876.039142130171
DRY23,OUT013,803.4803817414812
FDA56,OUT017,1796.7225643296883
FDB09,OUT013,1796.7225643296883
NCO26,OUT027,3062.2210556118594
FDQ49,OUT018,2618.316444932578
FDI52,OUT027,3256.746104400308
FDZ44,OUT027,3065.153866299672
FDZ09,OUT018,2775.724512371087
FDY03,OUT049,1796.7225643296883
NCG42,OUT017,1803.1696860063396
DRI13,OUT027,5676.333007570338
FDQ32,OUT013,1796.7225643296883
FDW16,OUT035,1739.8283915895922
FDU27,OUT046,803.4803817414812
FDR28,OUT010,600.6984305516704
FDQ49,OUT010,612.7858893332784
FDS37,OUT046,1796.7225643296883
FDW26,OUT018,2815.3502469986693
FDX12,OUT018,2815.3502469986693
NCP06,OUT013,2703.958513820102
FDW45,OUT010,666.0386617075484
NCN30,OUT049,1791.2085819433864
FDN24,OUT049,807.3644207817364
NCL41,OUT027,1027.0535387618434
FDR02,OUT019,857.8198055315687
FDD09,OUT010,595.0807495846886
FDS33,OUT010,862.1297803196518
FDU22,OUT045,1796.7225643296883
FDI53,OUT013,2851.225939698824
DRH01,OUT049,2862.0806663975586
FDX32,OUT013,1854.436579601673
NCP30,OUT018,396.4276065588624
FDB60,OUT045,2877.097405912663
FDB14,OUT049,1777.6480741184416
NCP02,OUT035,811.2999494525291
FDJ10,OUT017,1807.3594474135832
FDG34,OUT046,1796.7225643296883
NCB18,OUT017,1674.3849719915622
FDM16,OUT049,881.1558455786966
FDW25,OUT018,798.2590243397461
FDB35,OUT010,888.3564040567334
DRN11,OUT013,1924.3655553313504
FDF41,OUT019,481.2336764109058
FDH16,OUT045,1687.8879416157877
NCQ50,OUT018,2814.1949691636814
DRH23,OUT018,404.2471742699102
DRJ37,OUT013,2706.02876472072
DRJ24,OUT027,5191.021149913573
FDY16,OUT035,2877.097405912663
FDQ27,OUT045,1796.7225643296883
FDZ33,OUT045,2700.801626840394
FDF29,OUT045,1803.1696860063396
FDA08,OUT049,2851.225939698824
FDG31,OUT046,840.6047686378718
FDE34,OUT019,476.61415293720927
NCR30,OUT027,1834.6222340138768
FDV33,OUT035,3908.847318309793
DRZ24,OUT018,889.1200323882651
NCL54,OUT035,2862.0806663975586
FDR12,OUT049,2862.0806663975586
NCC54,OUT046,3908.847318309793
DRN59,OUT013,803.4803817414812
FDX50,OUT019,857.8198055315687
FDV31,OUT027,4946.42411501678
NCA29,OUT027,4677.791919896569
FDW60,OUT049,2862.0806663975586
FDX08,OUT017,2877.097405912663
DRD49,OUT013,3908.847318309793
FDD33,OUT046,3908.847318309793
FDW35,OUT013,803.4803817414812
FDJ36,OUT017,1796.7225643296883
FDV51,OUT035,2859.3376594108236
FDW36,OUT046,1796.7225643296883
FDH35,OUT046,2854.3865240781856
NCS30,OUT027,3339.534392325421
FDN49,OUT017,803.4803817414812
FDL08,OUT018,2815.3502469986693
FDI09,OUT013,3908.847318309793
FDP19,OUT018,898.5029304577182
FDU21,OUT010,396.4276065588624
NCP41,OUT045,1796.7225643296883
FDY10,OUT013,1796.7225643296883
FDP12,OUT018,396.4276065588624
NCN26,OUT049,1796.7225643296883
FDK44,OUT013,2862.0806663975586
FDC28,OUT049,1796.7225643296883
FDJ41,OUT027,6194.543132641486
NCT29,OUT035,1796.7225643296883
NCH42,OUT019,480.83337167200705
FDU60,OUT018,2788.361378906467
FDS02,OUT045,2877.097405912663
FDC51,OUT046,1796.7225643296883
FDU03,OUT013,2877.097405912663
FDX39,OUT045,3811.7935385878595
NCY05,OUT010,396.4276065588624
NCL06,OUT027,6202.801069860006
FDD32,OUT035,1387.5539915821166
NCN41,OUT045,1796.7225643296883
NCX53,OUT049,1818.4375407562798
FDU57,OUT019,528.6385581555712
FDQ23,OUT046,1796.7225643296883
FDQ52,OUT045,3908.847318309793
FDC14,OUT045,803.4803817414812
FDY09,OUT035,2862.0806663975586
FDQ28,OUT045,2745.1706341441063
FDV25,OUT046,3894.3455811352032
FDJ07,OUT035,1796.7225643296883
DRB25,OUT049,1796.7225643296883
FDK52,OUT019,481.4574692079374
FDY52,OUT027,1792.5638243435203
FDB28,OUT046,2878.1444290759514
FDT36,OUT035,803.4803817414812
FDV25,OUT017,3896.520894103718
NCN07,OUT027,3339.534392325421
FDC57,OUT017,2877.097405912663
FDQ03,OUT018,2815.3502469986693
FDU23,OUT017,2860.301746815413
NCX41,OUT035,3811.7935385878595
NCD06,OUT035,803.4803817414812
FDW08,OUT045,1796.7225643296883
NCU29,OUT017,2690.1705967575476
NCE06,OUT013,2839.9423160909773
FDV52,OUT010,889.1200323882651
FDB02,OUT017,2862.0806663975586
NCR18,OUT045,803.4803817414812
FDK16,OUT049,1791.2085819433864
NCQ29,OUT010,617.7255327913654
FDZ01,OUT019,857.6391693977511
FDW27,OUT035,2794.469953873773
FDD17,OUT018,2815.3502469986693
FDW39,OUT013,2862.0806663975586
DRH59,OUT045,857.0363438556143
FDS52,OUT013,1796.7225643296883
FDU40,OUT027,5571.569726572002
NCF54,OUT013,2862.0806663975586
FDH46,OUT045,1796.7225643296883
NCP14,OUT049,1796.7225643296883
FDH50,OUT049,2877.097405912663
DRF15,OUT010,656.5499435955205
FDV27,OUT027,2489.05304236558
NCJ06,OUT049,1796.7225643296883
FDN02,OUT018,2802.217637824159
FDQ51,OUT049,803.4803817414812
FDQ07,OUT017,3896.520894103718
FDS45,OUT049,1796.7225643296883
NCJ06,OUT045,1796.7225643296883
FDD36,OUT035,1796.7225643296883
FDY25,OUT045,2877.097405912663
FDU52,OUT046,2730.90215033103
DRK47,OUT017,3908.847318309793
NCL30,OUT017,1798.8024403469367
FDN22,OUT035,3908.847318309793
NCF30,OUT027,3326.034513665003
FDK03,OUT035,3908.847318309793
FDT45,OUT017,809.3505965014645
NCC54,OUT027,6148.988782812013
FDP08,OUT018,2792.705463791994
FDU44,OUT046,2851.225939698824
DRG39,OUT035,807.3644207817364
