Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDM20,OUT045,4003.481826138864
NCI06,OUT010,477.7463095718896
DRM11,OUT035,4390.059442717047
NCH07,OUT018,2153.227564442319
FDS23,OUT013,2159.470537861725
FDO49,OUT018,690.052986199101
FDS35,OUT049,1070.9169571663733
DRK39,OUT045,1343.9267758705732
DRI39,OUT049,958.5159739572766
FDV04,OUT017,2492.523507445904
NCN14,OUT035,2960.278794941768
FDH08,OUT013,3780.4042801686387
FDS20,OUT046,3059.5766632227333
FDV40,OUT049,1226.4024213325024
FDZ48,OUT010,243.60612433342425
FDS24,OUT027,2437.9920893912654
FDK44,OUT049,2761.8133380299514
FDS48,OUT045,2414.22430384205
FDK26,OUT010,541.1292514965237
FDD23,OUT045,2982.4286563244386
NCH54,OUT017,2652.660831865085
NCP14,OUT010,247.58409088946166
FDM60,OUT010,98.92296807791386
FDV24,OUT017,2465.4752340025643
FDH08,OUT018,3296.226481304162
FDS12,OUT027,3381.7937211591952
FDR39,OUT027,4961.4036889113495
FDP12,OUT027,1026.2814517023658
DRF60,OUT027,6094.9352590931
FDC09,OUT035,1662.0366630209471
FDF50,OUT018,2778.752994379297
FDG28,OUT035,3990.4524142091605
NCE19,OUT017,915.6988769155822
NCM53,OUT010,257.86065886685725
NCN18,OUT049,1797.547791712383
FDF32,OUT035,3314.129999002638
FDF11,OUT013,4082.5042924504282
DRI59,OUT049,3774.6647425925657
NCG54,OUT035,2845.144432281076
FDM44,OUT046,1631.1610655549962
FDT57,OUT018,3181.7748130341574
FDV24,OUT046,2381.2259924407067
FDI50,OUT019,690.9426001952331
FDS09,OUT035,820.7453604166873
NCC31,OUT027,3825.4479766192007
FDQ07,OUT019,655.8919643385369
FDC22,OUT017,3081.2345241318435
FDZ56,OUT046,2783.5830776578114
FDZ40,OUT019,107.20152856131162
FDS46,OUT027,3026.657325553978
DRD24,OUT045,2179.8267186343487
FDV45,OUT017,3173.766901401038
FDL26,OUT045,2559.4956167555065
FDA56,OUT018,1706.2495403850235
FDN27,OUT046,1826.6000755600157
FDM20,OUT049,4146.5480518701315
FDO16,OUT017,1431.9118925724133
FDL03,OUT035,3159.9197529126154
FDE58,OUT046,1970.128348859611
FDI02,OUT027,3031.6838279984167
NCC55,OUT019,17.299837166483854
FDR03,OUT018,3141.823750049812
FDB14,OUT017,1596.9374692475392
FDR45,OUT013,3977.191607717913
NCN07,OUT017,2067.288554704677
FDM51,OUT019,296.32147206457364
FDT52,OUT027,6467.354016382141
FDL26,OUT046,2509.1097186767092
NCZ42,OUT046,3890.5432030203947
DRI47,OUT019,427.6187600554691
FDW40,OUT013,2353.166290497357
FDN34,OUT046,2736.2371324636047
FDS01,OUT035,3026.1914179884625
NCG55,OUT045,1804.7897287276905
FDC11,OUT035,1440.9967127091559
FDX35,OUT018,3409.6972352148723
NCB06,OUT046,2531.7874233767316
FDR09,OUT019,725.2517068769255
FDC53,OUT017,1657.774559153754
FDY45,OUT013,4165.9974239502835
FDA22,OUT010,474.66118546934945
FDE02,OUT035,1582.4556661851896
FDW21,OUT045,1688.8318120355727
FDV34,OUT046,1170.5438467641507
FDS59,OUT049,1799.653394337177
NCW17,OUT017,2176.1182897444755
NCK54,OUT046,1893.5190574701983
FDG17,OUT019,702.3841645215739
FDG35,OUT017,3110.1397299067494
FDD08,OUT010,103.33620760787667
NCO07,OUT017,3594.976193984395
FDJ10,OUT010,379.6800281187863
FDW36,OUT017,1630.759947063898
FDW21,OUT010,237.91834456133432
FDY19,OUT017,2000.2620676404867
DRE03,OUT013,760.4393386159377
NCC55,OUT049,676.5566419909662
FDH52,OUT010,177.66088042624796
FDO09,OUT017,4469.829312624101
FDU43,OUT045,3886.980359826197
FDX09,OUT010,421.2403975314618
FDH40,OUT019,240.1225367511472
FDW58,OUT017,1702.2322492502526
FDC47,OUT017,3897.9082024081576
NCR41,OUT035,1606.847436802839
DRG49,OUT035,4387.438886612737
FDC52,OUT027,3980.219229111023
FDY13,OUT046,1211.7840836329096
FDY35,OUT013,701.0273710907653
FDI35,OUT017,3353.3419342972247
NCU18,OUT049,2336.913947901315
FDY33,OUT018,2197.722936363988
FDC15,OUT027,3987.325543089669
FDU01,OUT049,3059.228039453971
NCU42,OUT046,2949.4677957903946
NCV29,OUT018,2451.98347498832
NCY30,OUT017,3009.41631725956
FDQ46,OUT049,1871.6735382914585
FDG58,OUT027,3868.5233331903846
FDK33,OUT017,3764.1926814978137
NCD07,OUT045,1778.152823035227
NCX29,OUT027,3799.0184411206797
NCT42,OUT013,2474.377359102864
DRN59,OUT035,762.9891486311677
FDI44,OUT035,1355.1827756979803
FDA45,OUT049,2791.9144534897705
FDP31,OUT045,1054.371624988107
FDY01,OUT046,1899.8353612213286
FDT09,OUT018,1917.5337851543827
DRH03,OUT027,2612.0239724797048
FDA36,OUT018,2688.162145265503
NCF31,OUT017,2451.867655759635
FDG14,OUT049,2503.9838805266622
FDG28,OUT027,6360.396760110825
FDU14,OUT049,4034.7249930681537
FDY47,OUT019,400.1953537133735
FDI56,OUT049,1479.2332404538963
DRD01,OUT013,841.9176749857047
FDM22,OUT046,913.3939719840739
FDH33,OUT013,705.1315565491469
DRZ24,OUT013,2011.9490340426041
NCQ38,OUT046,1678.608842872025
FDO16,OUT027,2137.536305071304
FDU07,OUT027,3993.7568113223715
NCB07,OUT013,3132.990318750749
FDU48,OUT045,2015.6215543296116
NCM43,OUT045,2648.7590325823026
FDR31,OUT010,363.4689864434456
DRK49,OUT018,545.6132725670943
NCI30,OUT010,649.4542887278651
DRD60,OUT017,3018.107892602646
NCG19,OUT046,3779.968312786408
FDH12,OUT035,1710.2471615429938
FDM32,OUT035,1559.3150957735315
FDM27,OUT035,2581.5559416233646
NCU53,OUT027,4158.690761011643
NCQ18,OUT046,1662.447851353842
FDS10,OUT013,2848.3907210937355
FDB33,OUT027,4124.620109922888
FDI12,OUT013,1332.7889127269152
NCW42,OUT013,3806.9106540137936
NCC06,OUT018,1839.586036554429
FDW02,OUT017,2144.633161819473
NCD43,OUT017,1720.1925655032687
FDM57,OUT018,1160.408951888317
FDA58,OUT017,3826.8715755893536
FDK56,OUT046,3164.6037155830904
FDP52,OUT045,3864.911462459234
FDW20,OUT018,1726.1420666304489
FDS52,OUT049,1570.619444493676
NCT29,OUT018,1612.9629483831218
NCL54,OUT013,2967.6517194111525
FDC05,OUT045,3151.6564436792305
FDF34,OUT035,3189.3620222039635
FDP03,OUT027,3364.224061876169
FDD32,OUT010,258.80460166469754
FDZ10,OUT045,2037.6207211493493
FDZ40,OUT035,922.6432054886499
FDD51,OUT018,599.4418753516246
NCY30,OUT019,555.5311252587102
FDP58,OUT017,3585.3542326101306
FDV49,OUT017,4364.282016364514
FDY24,OUT019,101.40214748470231
NCO55,OUT017,1792.5322409612218
FDR13,OUT017,1870.8330662534422
FDS51,OUT017,1006.0237318968135
FDP26,OUT045,1608.1162017909803
NCB54,OUT027,3551.541613508566
FDF32,OUT017,3238.239357940356
FDN31,OUT018,2695.024826274278
DRM48,OUT017,691.7115190304681
FDN20,OUT049,2856.033181081647
DRL01,OUT046,3951.2179087329605
FDV56,OUT049,1687.3106852038586
DRH13,OUT027,2783.2346713592938
FDA03,OUT017,2403.022298240316
FDF47,OUT027,5998.308993209336
FDX32,OUT046,2422.06465242978
FDX57,OUT049,1619.3788969810612
NCA30,OUT045,3097.4051876174813
FDO49,OUT013,801.1348028406586
FDL04,OUT019,290.1043475626089
DRM48,OUT035,669.5486153178256
FDR16,OUT013,3710.450471080114
NCC19,OUT018,2652.5793877460956
NCE42,OUT045,3616.7733760443734
FDY24,OUT017,987.4118908340606
FDH19,OUT049,2956.5090983764685
FDJ46,OUT013,2689.8346277492333
FDN45,OUT010,644.0287808965236
FDY08,OUT035,2291.7785373811685
FDZ37,OUT035,1427.5286606312136
NCT30,OUT045,794.5170300291521
DRY23,OUT018,562.8028462387889
NCZ30,OUT018,1775.1068958397914
FDC44,OUT018,1570.0727064882226
FDB45,OUT035,1698.6396137850854
FDY04,OUT013,2630.71611709467
FDM27,OUT046,2639.580220778246
FDZ43,OUT017,4060.6000231702233
FDT39,OUT019,441.66849984484224
NCC06,OUT019,389.96987826620716
FDL15,OUT027,3968.7022290693885
FDL57,OUT017,4391.730701085653
FDU08,OUT046,1540.9639807140916
FDK40,OUT017,4216.458904513948
FDQ12,OUT010,607.9736727645768
FDS48,OUT017,2483.578751463709
FDP09,OUT045,3674.9622003494974
FDW21,OUT049,1624.2646489628967
FDY25,OUT035,3162.029281186976
DRE13,OUT017,1365.725787199533
FDV43,OUT019,28.027942821907793
FDD22,OUT045,1801.7880422381043
FDM46,OUT019,226.04395873469326
NCO30,OUT010,520.3445487344378
FDM25,OUT046,2834.5187875251363
NCN41,OUT049,2014.0314098684175
FDU24,OUT045,1485.6672229821752
FDZ50,OUT046,3131.708352880047
FDP45,OUT013,4041.5493887720186
NCM54,OUT045,1967.1064929429751
FDW10,OUT019,550.50253658627
FDP20,OUT017,1997.943810422255
FDK32,OUT046,2476.6066978799618
FDN52,OUT049,1435.7358489005742
FDM58,OUT045,1823.3296606003792
FDZ46,OUT027,2952.728320429482
NCA18,OUT018,1668.3561641263855
FDD35,OUT046,2039.8017052388084
NCK31,OUT035,816.5495101084922
FDI40,OUT027,2590.797449683187
FDT50,OUT019,270.11684829071294
NCT06,OUT046,2636.543404153985
FDT31,OUT035,3168.5623041751383
FDT45,OUT049,884.7430506527397
FDT13,OUT045,2915.474925878426
FDO50,OUT045,1468.4038705584192
NCU18,OUT010,374.5653966859566
NCR54,OUT049,3040.7795894748606
NCO18,OUT018,2522.359511845401
FDU09,OUT045,915.6496264419796
FDT13,OUT018,2575.6385345688536
FDE09,OUT046,1847.7192749040755
NCK53,OUT019,286.7295524028275
FDG45,OUT049,3627.1963018970373
DRH15,OUT035,741.9283897455659
FDO21,OUT019,626.6137872853437
FDD14,OUT027,5108.126223728344
FDC09,OUT046,1611.9562563690693
FDH45,OUT027,1158.8859636334994
FDV32,OUT046,1096.2384747319618
FDG12,OUT035,1996.9432987863047
FDS32,OUT013,2105.844410839575
NCL55,OUT018,3405.448937350602
DRE01,OUT035,4149.715291484906
DRE15,OUT049,1286.2722356098855
NCL42,OUT045,4025.212920205887
FDP31,OUT013,1014.0904184262538
FDN33,OUT018,1255.2586050557247
FDZ59,OUT046,2580.1487786741063
FDE45,OUT010,460.17450444827614
FDJ07,OUT013,1956.8963079938753
FDQ45,OUT018,2572.21762745374
FDM33,OUT027,5840.867943564866
FDO15,OUT010,205.9208349140224
FDM46,OUT013,1518.0592548471095
FDR03,OUT045,3214.636329176045
FDY49,OUT018,2346.065498631013
FDQ60,OUT045,1826.4275475065392
FDW10,OUT049,2960.7534907758377
FDO51,OUT049,752.183526837684
FDJ40,OUT018,1424.0766595551459
FDS20,OUT018,2521.73953023305
FDU45,OUT013,1929.4770127809288
FDV02,OUT035,2839.8861682781953
FDN09,OUT046,3943.2520439126884
NCM55,OUT027,5117.138729410334
FDN23,OUT018,1941.97135403117
FDY31,OUT010,380.06396345778444
FDW03,OUT010,259.1777046674248
FDD14,OUT046,3074.2189746169893
FDV23,OUT017,2083.9093398558985
DRI03,OUT045,2759.679040248997
FDN13,OUT035,1571.7408415843627
FDF45,OUT027,1724.8540046848711
FDU46,OUT035,1440.0724508135384
FDB57,OUT049,3593.865298364117
FDV12,OUT049,1610.7279355276507
FDQ58,OUT013,2342.6914848362753
NCA18,OUT017,1849.9002076545132
FDH52,OUT049,994.2295187810535
FDM24,OUT018,2008.0402082260732
NCP43,OUT027,4671.874963864051
NCO18,OUT019,548.088755797507
FDM32,OUT017,1493.049062509334
NCL07,OUT017,655.9258332356646
FDK03,OUT013,4061.083129522488
FDP59,OUT017,1676.2665028412516
FDQ24,OUT049,4203.631715119084
FDQ16,OUT018,1451.5114117471849
FDU44,OUT013,2660.728959796978
FDH28,OUT010,102.6269961454015
FDV28,OUT019,17.622835376805888
FDM22,OUT045,877.6718788855541
FDR56,OUT046,3013.3745246187914
FDV39,OUT049,3071.6286655492304
FDU37,OUT019,231.58587662729184
FDQ11,OUT010,718.1005063042405
FDX02,OUT045,3796.3231099915483
NCS42,OUT018,1289.636594148164
FDY57,OUT027,2564.787290765586
FDB21,OUT049,4009.564293098449
FDE28,OUT017,3822.0473665782933
FDQ55,OUT017,1962.990534424863
FDA48,OUT049,3821.2358247391585
FDZ19,OUT045,2759.8201328006908
NCC43,OUT045,3866.031848084507
NCV18,OUT046,1378.0053936548004
NCA42,OUT018,2302.87865425279
FDY45,OUT046,4076.6037523983964
NCC30,OUT045,2824.8354711093634
FDM57,OUT013,1423.0023427950284
FDL09,OUT010,477.0583786743525
FDB09,OUT027,3472.3093356281274
FDT44,OUT035,1967.5821947220675
NCT06,OUT027,4337.8422787140125
FDX26,OUT049,3028.815858833621
FDK32,OUT013,2510.999508014512
DRA12,OUT046,2263.1522273913615
FDO46,OUT010,524.8540095441698
FDE52,OUT013,1425.7041319681643
NCH42,OUT045,3852.6942589515884
FDV08,OUT035,716.643930957855
FDB47,OUT018,2891.707087145305
FDC28,OUT010,243.55345417711828
FDD22,OUT046,1926.1694689649944
FDS07,OUT027,3043.3122819098066
DRI13,OUT045,3287.19335058122
FDG32,OUT018,3170.8232586483655
FDU14,OUT017,3958.9926397371382
FDD28,OUT019,102.80163110105559
NCP41,OUT017,1818.0980899468577
FDS08,OUT049,2824.281607392606
FDX47,OUT045,2410.1145983493393
FDC53,OUT019,284.2593838280195
FDQ19,OUT035,3937.9026664255416
FDL14,OUT045,2500.0994435242624
FDM33,OUT019,551.6725657201588
FDA51,OUT045,1752.5799125498622
FDZ27,OUT018,672.4587342999407
FDT04,OUT046,688.6129153976971
DRC13,OUT049,2051.4168232248803
FDR16,OUT027,5299.1377942927065
FDQ03,OUT027,6031.18843582003
FDE38,OUT035,2756.393394460265
DRH23,OUT027,1585.8966316336773
FDT11,OUT019,610.3286508249265
FDD09,OUT035,2961.808220569769
FDR40,OUT045,1268.2261302033671
FDX07,OUT017,3089.8018856499793
FDR07,OUT035,1658.6702334005251
FDA51,OUT017,1845.953411190152
FDT59,OUT019,654.1000262049117
FDF20,OUT017,3241.9442800100223
FDR13,OUT045,1797.5551827614274
FDY26,OUT049,3621.441398522152
FDW04,OUT017,2130.155829380026
FDK52,OUT017,3868.226910504711
FDN60,OUT049,2625.1382375074645
FDM09,OUT019,543.4539661459403
FDP46,OUT049,1441.8348463734028
FDB50,OUT019,232.6393964453452
NCQ29,OUT049,4288.745015889827
FDP16,OUT027,6355.726563202764
FDX33,OUT018,2143.257961599338
FDP07,OUT010,516.9632606894902
FDN22,OUT046,3919.8887365664636
FDF39,OUT049,4303.5600252624645
FDS21,OUT017,984.0145108604065
NCM42,OUT013,1728.791697881284
FDK50,OUT019,486.90251442643216
DRF13,OUT027,3741.8932381288027
FDH35,OUT018,2218.718686078542
FDP60,OUT018,1388.0090926458797
DRJ49,OUT027,3507.5267401259216
NCT42,OUT019,445.04091767892373
FDE38,OUT049,2676.29191632167
FDI04,OUT049,3301.513928510669
NCH54,OUT045,2511.3459736962827
FDT56,OUT049,933.37969855527
DRD15,OUT018,3319.763068484526
FDV58,OUT013,3032.5547871218823
FDP21,OUT049,3083.99109728676
FDH05,OUT013,3922.35649905531
FDR10,OUT027,4340.056633251086
NCP06,OUT045,2245.237413947147
FDF33,OUT049,1725.146966365783
DRK37,OUT013,3019.1924806502884
DRH49,OUT045,1389.1068483573813
FDT58,OUT013,2599.7246374257293
FDD41,OUT018,1436.9982289757595
FDP40,OUT018,1580.9163354476404
FDM51,OUT027,2701.6157701756892
FDO45,OUT010,282.1625727635966
FDW33,OUT010,237.8648548885671
FDY24,OUT045,940.4070918165658
FDB10,OUT010,626.7609331221419
FDM40,OUT035,2293.379214494174
NCI06,OUT017,3207.1618759186035
FDW12,OUT019,447.82695934970843
FDX48,OUT027,4032.176688516737
NCW05,OUT027,2726.614612464464
FDX27,OUT017,1588.3930680613007
DRM37,OUT045,3143.9701494455758
FDA38,OUT045,3834.8166141733595
FDR36,OUT046,660.9400411911073
FDZ45,OUT046,3237.3330189361436
FDG05,OUT017,2506.227797756754
FDK28,OUT013,4600.238936624821
FDV47,OUT045,1391.869637475802
FDN21,OUT045,2563.081619146453
FDP20,OUT027,3405.412285340871
FDI35,OUT045,3115.6137987389907
DRY23,OUT013,714.3380450551028
FDA56,OUT017,2082.686722508419
FDB09,OUT013,2050.023651110557
NCO26,OUT027,3204.8736275590413
FDQ49,OUT018,2222.6014431270514
FDI52,OUT027,3273.370341776613
FDZ44,OUT027,3112.652933271022
FDZ09,OUT018,2279.949482925555
FDY03,OUT049,1810.5267680756697
NCG42,OUT017,2121.2962376243245
DRI13,OUT027,5860.6462409183905
FDQ32,OUT013,2076.436361054499
FDW16,OUT035,1524.7048440689723
FDU27,OUT046,769.0879603099033
FDR28,OUT010,461.47615136185675
FDQ49,OUT010,446.99341541520664
FDS37,OUT046,1843.1151178977484
FDW26,OUT018,3083.335330287375
FDX12,OUT018,3300.395577790144
NCP06,OUT013,2394.6697052184777
FDW45,OUT010,366.1982705132822
NCN30,OUT049,1582.6961038603495
FDN24,OUT049,916.1165841566749
NCL41,OUT027,963.9519633338268
FDR02,OUT019,292.89153835513486
FDD09,OUT010,444.8458911241562
FDS33,OUT010,260.8685101944825
FDU22,OUT045,1939.3407569640417
FDI53,OUT013,2577.0164944547396
DRH01,OUT049,2773.2841568300587
FDX32,OUT013,2243.6422312160307
NCP30,OUT018,562.6005839248891
FDB60,OUT045,3139.7126136466186
FDB14,OUT049,1521.0876981883343
NCP02,OUT035,921.6212552553009
FDJ10,OUT017,2353.1029089060153
FDG34,OUT046,1774.6818012367214
NCB18,OUT017,1437.2098277162606
FDM16,OUT049,1209.6372428625277
FDW25,OUT018,1201.52696233395
FDB35,OUT010,238.1441642685677
DRN11,OUT013,2257.041753348024
FDF41,OUT019,845.8599283982297
FDH16,OUT045,1313.1781887139146
NCQ50,OUT018,2970.4335772442305
DRH23,OUT018,785.6711394162397
DRJ37,OUT013,2415.7124224163163
DRJ24,OUT027,4986.6667332686275
FDY16,OUT035,3106.951668206937
FDQ27,OUT045,1738.1594067690269
FDZ33,OUT045,2375.9197623708346
FDF29,OUT045,2008.5229072791813
FDA08,OUT049,2746.305499122419
FDG31,OUT046,1049.9731845042793
FDE34,OUT019,561.126567702798
NCR30,OUT027,2016.022689421884
FDV33,OUT035,4247.35995608192
DRZ24,OUT018,1789.366867471957
NCL54,OUT035,2932.662990035786
FDR12,OUT049,2791.2624014987005
NCC54,OUT046,3919.917201514376
DRN59,OUT013,749.1859867914627
FDX50,OUT019,296.6302509207642
FDV31,OUT027,4833.6443794353245
NCA29,OUT027,4585.262258902252
FDW60,OUT049,2798.8382380155667
FDX08,OUT017,3147.5802994602973
DRD49,OUT013,3851.8905646304547
FDD33,OUT046,3835.944515429072
FDW35,OUT013,678.3410053249041
FDJ36,OUT017,1633.4046236005843
FDV51,OUT035,2830.039417695094
FDW36,OUT046,1716.9287657785958
FDH35,OUT046,2617.578045984759
NCS30,OUT027,3283.2711689127846
FDN49,OUT017,641.0711410635446
FDL08,OUT018,3222.9323183477245
FDI09,OUT013,3967.634687910816
FDP19,OUT018,1863.0936307239563
FDU21,OUT010,91.61320037293427
NCP41,OUT045,1703.5863133654905
FDY10,OUT013,1889.5737834289598
FDP12,OUT018,522.0197779270864
NCN26,OUT049,1842.7411577245537
FDK44,OUT013,2841.5727084447435
FDC28,OUT049,1680.0524286815598
FDJ41,OUT027,6675.944045883276
NCT29,OUT035,1982.8807590900815
NCH42,OUT019,655.7229138950943
FDU60,OUT018,2310.7675413392176
FDS02,OUT045,3041.173246819616
FDC51,OUT046,2112.679431166541
FDU03,OUT013,3048.2890163481925
FDX39,OUT045,3491.4713872957714
NCY05,OUT010,99.96163410298784
NCL06,OUT027,6628.63075053753
FDD32,OUT035,1411.448079268269
NCN41,OUT045,1889.4411470540094
NCX53,OUT049,2388.492607893343
FDU57,OUT019,450.4179810107207
FDQ23,OUT046,1706.7158232892834
FDQ52,OUT045,4155.793864936475
FDC14,OUT045,627.575024895556
FDY09,OUT035,2934.029810074589
FDQ28,OUT045,2444.3264331253654
FDV25,OUT046,3787.8877755012795
FDJ07,OUT035,1990.4697610133462
DRB25,OUT049,1733.0989873706458
FDK52,OUT019,602.3300529712689
FDY52,OUT027,1730.0363069440182
FDB28,OUT046,3261.826766742898
FDT36,OUT035,623.496712101268
FDV25,OUT017,3902.446652947787
NCN07,OUT027,3362.7535918533795
FDC57,OUT017,3157.326227134893
FDQ03,OUT018,3379.2345199467486
FDU23,OUT017,2879.3281016025894
NCX41,OUT035,3684.311226942254
NCD06,OUT035,796.5639667293017
FDW08,OUT045,1662.0606683119881
NCU29,OUT017,2409.2479206005855
NCE06,OUT013,2614.4547727520676
FDV52,OUT010,295.94872845369895
FDB02,OUT017,3023.218350828922
NCR18,OUT045,679.4610377523677
FDK16,OUT049,1579.3234319835149
NCQ29,OUT010,721.9718363225262
FDZ01,OUT019,288.5912444332575
FDW27,OUT035,2588.200572088949
FDD17,OUT018,3200.0870896183046
FDW39,OUT013,2914.077445132087
DRH59,OUT045,1142.2631865177093
FDS52,OUT013,1604.5277893382322
FDU40,OUT027,5439.136927226004
NCF54,OUT013,2834.4886115930844
FDH46,OUT045,1611.2611227744017
NCP14,OUT049,1769.9844855541096
FDH50,OUT049,3060.8681895610553
DRF15,OUT010,370.19532479691514
FDV27,OUT027,2357.9476661160693
NCJ06,OUT049,2008.3070276784329
FDN02,OUT018,2982.231170437025
FDQ51,OUT049,786.4467047198375
FDQ07,OUT017,3814.195655419956
FDS45,OUT049,1800.8756120798757
NCJ06,OUT045,1886.0251790509515
FDD36,OUT035,1921.1512956274673
FDY25,OUT045,2958.4403732688334
FDU52,OUT046,2434.4312662353223
DRK47,OUT017,3926.8557540328343
NCL30,OUT017,2063.9574386851646
FDN22,OUT035,4077.901251359095
NCF30,OUT027,3287.7434079450054
FDK03,OUT035,3986.8837913328093
FDT45,OUT017,894.6755726019726
NCC54,OUT027,6189.344663072209
